,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,regularMarketPrice,logo_url,address2,fax,toCurrency,lastDividendDate,impliedSharesOutstanding
10,0159,Communication Services,3826.0,"Adevinta ASA operates as an online classifieds company in France, Spain, rest of Europe, and internationally. It owns and operates approximately 30 online classified marketplaces in generalist, real estate, cars, consumer goods, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was incorporated in 2018 and is based in Oslo, Norway. Adevinta ASA is a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,,Norway,[],http://www.adevinta.com,1.0,Grensen 5,Internet Content & Information,131.9,132.75,140.97021,,0.0,,132.9,,555364.0,,131.9,131.00285,,132.75,555364.0,,,,,,,,,129.55,2.0,NOK,,385630.0,,,,88508047360.0,,,543316.0,110.70261,129.55,130.85,,,385630.0,183.0,,,,80.6,128.0,False,,,132.9,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,ADE.OL,,,finmb_599544498,a314ae4b-c38e-30b8-8218-a690324c2074,no_market,,116.319,,-0.106309995,583.764,,,,,683196032.0,,,2.084,,,,1609372800.0,0.31114998,-84996360.0,-0.124,,,62.164104,0.65630996,1672444800.0,1609372800.0,,,253500658.0,92998746112.0,,,,,,,,,,,,,,129.55,https://logo.clearbit.com/adevinta.com,,,,,
11,2333 CS,Industrials,131349.0,"Airbus SE designs, manufactures, and distributes aerospace products and solutions in the Netherlands and internationally. The company operates through three segments: Airbus, Airbus Helicopters, and Airbus Defence and Space. The company's Airbus segment develops, manufactures, markets, and sells commercial jet aircraft of approximately 100 seats; and regional turboprop aircraft and aircraft components, as well as provides aircraft conversion and related services. Its Airbus Helicopters segment develops, manufactures, markets, and sells civil and military helicopters; and provides helicopter related services. The company's Airbus Defence and Space segment designs, develops, delivers, and supports military aircraft, such as combat, mission, transport, and tanker aircraft; and provides unmanned aerial systems and their associated services. It also offers civil and defense space systems for telecommunications, earth observations, navigation, science, and orbital systems; missile systems; and missile and space launcher systems, as well as services around data processing from platforms, secure communication, and cyber security. The company was formerly known as Airbus Group SE and changed its name to Airbus SE in April 2017. Airbus SE was incorporated in 1998 and is headquartered in Leiden, the Netherlands.",Leiden,31 71 524 5600,,Netherlands,[],http://www.airbus.com,1.0,Mendelweg 30,Aerospace & Defense,100.54,101.4,85.466286,0.016411379,0.0,,104.1,,1591091.0,,100.54,97.86176,1.65,101.4,1591091.0,,,,,1587340800.0,1.857696,,,100.96,2.0,EUR,,1976032.0,,,,79422849024.0,,,1942661.0,1.5912576,100.96,0.0,,0.0,1976032.0,104.1,18.11828,,,48.21,0.0,False,,0.0,104.1,PAR,AIRBUS,Airbus SE,Europe/Paris,CEST,True,7200000,,EQUITY,AIR.PA,,,finmb_561001,6c80f01b-9602-357d-a929-7356ce5167b9,fr_market,,1.593,,-0.0227,20.115,,,5.58,,783715008.0,,,8.224,,,,1609372800.0,0.30818,-1132999936.0,-1.45,,,12.293288,0.25839,1672444800.0,1609372800.0,,,665947332.0,79513731072.0,,,,,,,,,,,,,,101.1,https://logo.clearbit.com/airbus.com,,,,,
12,92500,Industrials,6500.0,"ALD S.A., together with its subsidiaries, provides service leasing and vehicle fleet management services. Its products and services include full service leasing, fleet management, outsourcing solutions, and sale and lease back; fleet consultancy; tools and services for fleet managers and drivers; and maintenance, assistance, availability of a vehicle, and tire management services. The company is also involved in trading used cars and light commercial vehicles; and the retail sale of vehicles. It operates in Western Europe, Central and Eastern Europe, Northern Europe, South America, Africa, and Asia. ALD S.A. was founded in 1946 and is based in Rueil-Malmaison, France. ALD S.A. is a subsidiary of SociÃ©tÃ© GÃ©nÃ©rale SA.",Rueil-Malmaison,33 1 58 98 79 31,,France,[],http://www.aldautomotive.com,1.0,1-3 Rue EugEne et Armand,Rental & Leasing Services,13.14,13.12,11.16,0.047945205,0.0,,13.2,,96136.0,,13.14,12.396471,0.63,13.12,96136.0,,,,0.63,1590710400.0,1.325056,,,13.06,2.0,EUR,10.348101,61465.0,,,,5271252992.0,,,109500.0,0.53113,13.06,0.0,,0.0,61465.0,13.2,,,,7.21,0.0,False,0.0481,0.0,13.2,PAR,ALD,ALD S.A.,Europe/Paris,CEST,False,7200000,,EQUITY,ALD.PA,,,finmb_128001,aa28a12a-529d-346c-bf81-10f9895d8a7d,fr_market,,2.293,,0.051370002,35.514,,,,,403000992.0,,,10.332,,,,1609372800.0,0.10677,499800000.0,1.264,,,1.2659699,0.79820997,1672444800.0,1609372800.0,,,80467083.0,22753773568.0,,,,,,0.182,,,,,,,,13.08,https://logo.clearbit.com/aldautomotive.com,Peugeot Corosa,,,,
13,111 64,Consumer Cyclical,60698.0,"Autoliv, Inc., through its subsidiaries, develops, manufactures, and supplies automotive safety systems to the automotive industry in Europe, the Americas, China, Japan, and rest of Asia. It offers passive safety systems, including modules and components for frontal-impact airbag protection systems, side-impact airbag protection systems, seatbelts, steering wheels, inflator technologies, and battery cable cutters, as well as protection systems for road users, such as pedestrians and cyclists. The company primarily serves car manufacturers. Autoliv, Inc. was founded in 1953 and is headquartered in Stockholm, Sweden.",Stockholm,46 8 58 72 06 00,,Sweden,[],http://www.autoliv.com,1.0,Klarabergsviadukten 70,Auto Parts,93.79,92.64,88.19704,0.0066105127,0.2897,,93.18,,488425.0,,93.79,93.07727,0.62,92.64,488425.0,,,,,1589760000.0,1.821842,,,92.12,2.0,USD,43.42056,363889.0,,,,8123260928.0,,,512455.0,1.0907513,92.12,93.04,,900.0,363889.0,99.21,11.035629,,,49.21,93.01,False,,900.0,93.18,NYQ,"Autoliv, Inc.","Autoliv, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,ALV,,,finmb_361581,2c0d4446-3e8b-30bc-b3df-d339e7b4f1f0,us_market,,1.276,,0.0251,11.33,,,8.42,,87422096.0,,,27.562,2052502.0,0.0235,,1609372800.0,0.44989,186900000.0,2.14,,,3.3713083,0.00151,1672444800.0,1609372800.0,3.78,1613088000.0,78484724.0,9505723392.0,,1530489600.0,1388:1000,,,0.211,1615766400.0,0.45,,0.0235,1713136.0,,,92.92,https://logo.clearbit.com/autoliv.com,Section B7 Box 70381 Box 70381,,,,
14,93400,Industrials,38900.0,"Alstom SA develops and markets systems, equipment, and services for the transport sector in Europe, the Americas, Asia and Pacific, the Middle-East, and Africa. The company offers metros, tramways, tram-trains and LRVs, suburban trains, regional and intercity trains, high-speed trains, and locomotives, and electric buses; and signaling products, such as urban, mainline, and freight and mining signaling. It also provides tram, metro, and main line systems; and tracklaying and track solutions, catenary free and ground feeding solutions, electrification solutions, and electromechanical equipment. In addition, the company provides maintenance, modernization, parts and repair, and support services. Further, it offers various components, including bogies, motors and generators, propulsion systems, switchgears, auxiliary converters, traction transformers, components propulsion, and dampers; and asset optimization, connectivity, digital passenger, and security and city mobility solutions. Alstom SA has a strategic cooperation agreement with Cylus to provide cybersecurity solutions for the rail market. The company was incorporated in 1992 and is headquartered in Saint-Ouen, France.",St Ouen,33 1 57 06 90 00,,France,[],http://www.alstom.com,1.0,"48, rue Albert Dhalenne",Specialty Industrial Machinery,43.78,44.34,42.47222,0.12562814,0.0,,44.99,,1169585.0,,43.78,41.940884,5.5,44.34,1169585.0,,,,,1563148800.0,0.695459,,,44.09,2.0,EUR,24.816666,1073895.0,,,,16581592064.0,,,1194502.0,2.1878338,44.09,,,,1073895.0,49.7,,,,32.055206,,False,,,44.99,PAR,ALSTOM,Alstom SA,Europe/Paris,CEST,True,7200000,,EQUITY,ALO.PA,,,finmb_387473,8aeaabec-4e2e-3fb6-8fa5-c7b00ecc81b4,fr_market,,1.312,,0.0541,20.506,,,,,371201984.0,,,14.462,,,,1585612800.0,0.61751,394000000.0,1.8,,,3.0887842,0.053439997,1648684800.0,1601424000.0,,,213715853.0,9945272320.0,,1215388800.0,2:1,,,-0.251,,,,,,,,44.67,https://logo.clearbit.com/alstom.com,,33 1 57 06 96 66,,,
15,28027,Technology,15418.0,"Amadeus IT Group, S.A., together with its subsidiaries, operates as a transaction processor for the travel and tourism industry worldwide. The company operates through two segments, Distribution and IT Solutions. The company acts as an international network providing real-time search, pricing, booking, and ticketing services. It also offers travel providers a portfolio of technology solutions, which automate certain mission-critical business processes, such as reservations, inventory management, and departure control. In addition, the company is involved in the provision of software development and definition, distribution, regional support, data processing, intermediation, consulting, installation of industrial machinery and equipment, and information technology services; financial activities; and e-commerce business. It serves providers of travel products and services, such as airlines, airports, hotels, tour operators, insurance companies, road and sea transport companies, travel sellers and brokers, travel buyers, and ground handlers. The company was formerly known as Amadeus IT Holding, S.A. and changed its name to Amadeus IT Group, S.A. in August 2016. Amadeus IT Group, S.A. was founded in 1987 and is headquartered in Madrid, Spain.",Madrid,34 91 582 01 00,,Spain,[],http://www.amadeus.com,1.0,"Salvador de Madariaga, 1",Information Technology Services,59.94,60.36,55.24707,0.0,,,60.42,,729740.0,,59.94,59.33,0.0,60.36,729740.0,,,,,1579046400.0,1.518272,,,58.78,2.0,EUR,,616857.0,,,,26466752512.0,,,1174004.0,12.174218,58.78,58.84,,0.0,616857.0,66.76,22.01498,,1.75,34.9,58.3,False,,0.0,60.42,MCE,"AMADEUS IT GROUP, S.A.","Amadeus IT Group, S.A.",Europe/Madrid,CEST,True,7200000,,EQUITY,AMS.MC,,,finmb_883733,a16e954f-ad8c-3c6b-ac27-ded370f24745,es_market,,13.63,,-0.28767002,515.34,,,2.67,,450252992.0,,,8.316,,,,1609372800.0,0.64569,-625400000.0,-1.405,,,7.068302,0.0007,1672444800.0,1609372800.0,,,450007305.0,29632034816.0,,,,,,,,4.99,,,,,,58.78,https://logo.clearbit.com/amadeus.com,,,,,
16,98109-5210,Consumer Cyclical,1298000.0,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS). It sells merchandise and content purchased for resale from third-party sellers through physical and online stores. The company also manufactures and sells electronic devices, including Kindle, Fire tablets, Fire TVs, Rings, and Echo and other devices; provides Kindle Direct Publishing, an online service that allows independent authors and publishers to make their books available in the Kindle Store; and develops and produces media content. In addition, it offers programs that enable sellers to sell their products on its websites, as well as its stores; and programs that allow authors, musicians, filmmakers, skill and app developers, and others to publish and sell content. Further, the company provides compute, storage, database, analytics, machine learning, and other services, as well as fulfillment, advertising, publishing, and digital content subscriptions. Additionally, it offers Amazon Prime, a membership program, which provides free shipping of various items; access to streaming of movies and TV episodes; and other services. The company serves consumers, sellers, developers, enterprises, and content creators. Amazon.com, Inc. was founded in 1994 and is headquartered in Seattle, Washington.",Seattle,206-266-1000,WA,United States,[],http://www.amazon.com,1.0,410 Terry Avenue North,Internet Retail,66354.5,66500.0,65204.355,,0.0,,67920.0,,734.0,,66354.5,64334.02,,66500.0,734.0,,,,,,1.123,,,66500.0,2.0,MXN,1620.8462,1595.0,,,,34138927136768.0,,,1205.0,88.428154,66500.0,67960.0,,200000.0,1595.0,77330.0,,,,48080.0,67910.0,False,,200000.0,67920.0,MEX,AMAZON COM INC,"Amazon.com, Inc.",America/Mexico_City,CDT,True,-18000000,,EQUITY,AMZN.MX,,,finmb_18749,e34e814a-0be1-39b7-8880-324403f014df,mx_market,,88.479,,0.05525,709.419,,,,,503000000.0,,,185.694,,,,1609372800.0,0.58948004,21330999296.0,41.83,,,365.1168,0.14133,1672444800.0,1609372800.0,,,429631367.0,34158522925056.0,,,,,,1.21,,,,,,,,67800.0,https://logo.clearbit.com/amazon.com,,,,,
17,5504 DR,Technology,26614.0,"ASML Holding N.V. develops, produces, markets, sells, and services advanced semiconductor equipment systems consisting of lithography, metrology, and inspection related systems for memory and logic chipmakers. The company provides extreme ultraviolet lithography systems; and deep ultraviolet lithography systems comprising immersion and dry lithography solutions to manufacture various range of semiconductor nodes and technologies. It also offers metrology and inspection systems, including YieldStar optical metrology solutions to measure the quality of patterns on the wafers; and HMI e-beam solutions to locate and analyze individual chip defects. In addition, the company provides computational lithography and software solutions to create applications that enhance the setup of the lithography system; and mature products and services that refurbish used lithography equipment and offers associated services. It operates in Japan, South Korea, Singapore, Taiwan, China, the Netherlands, Europe, the Middle East, Africa, the United States, and rest of Asia. The company was formerly known as ASM Lithography Holding N.V. and changed its name to ASML Holding N.V. in 2001. ASML Holding N.V. was founded in 1984 and is headquartered in Veldhoven, the Netherlands.",Veldhoven,31 480 235 0934,,Netherlands,[],http://www.asml.com,1.0,De Run 6501,Semiconductor Equipment & Materials,524.9,532.2,400.13177,0.0052390927,0.3007,,536.8,,1055816.0,,524.9,475.8603,2.75,532.2,1055816.0,,,,3.1,1620000000.0,0.934108,,,528.3,2.0,EUR,63.14859,539892.0,,,,223043239936.0,,,968227.0,15.956164,528.3,0.0,,0.0,539892.0,536.8,75.10519,,0.92,248.6,0.0,False,0.0058,0.0,536.8,AMS,ASML HOLDING,ASML Holding N.V.,Europe/Amsterdam,CEST,True,7200000,,EQUITY,ASML.AS,,,finmb_388904,e8240287-e648-32e3-a138-7e0a889a39ef,nl_market,,15.775,,0.25423,49.553,,,7.13,,416513984.0,,,33.289,,,,1609372800.0,0.55988,3553700096.0,8.48,,,16.086393,8.9999994e-05,1672444800.0,1609372800.0,,,416414071.0,220509569024.0,,1353888000.0,77:100,,,0.191,,,,,,,,535.5,https://logo.clearbit.com/asml.com,,,,,
18,,Industrials,48000.0,"ASSA ABLOY AB (publ) provides door opening products, solutions, and services for the institutional, commercial, and residential markets in Europe, the Middle East, Africa, North and South America, Asia, and Oceania. The company offers mechanical and electromechanical locks, digital door locks, cylinders, door fittings, security doors, door frames, access control devices, and fire doors, as well as hardware products. It also provides identity solutions, including identity and access management, biometrics, authenticity and brand protection products, contactless RFID tags and transponders, and government IDs to companies, and government and state institutions, as well as healthcare, education, and financial industries; and secure access solutions for hotels, cruise ships, student accommodations, and elderly care facilities. In addition, the company offers entrance automation products, services, and components, such as automatic swing, sliding, and revolving doors; industrial doors; garage doors; high-performance doors; docking solutions; hangar doors; gate automation products; components for overhead sectional doors and sensors; and high security fencings and gates. The company provides its products primarily under the ASSA ABLOY, Yale, and HID brands. It sells its products through distributors, wholesalers, and home improvement stores. ASSA ABLOY AB (publ) was incorporated in 1954 and is based in Stockholm, Sweden.",Stockholm,46 8 50 64 85 00,,Sweden,[],http://www.assaabloy.com,1.0,Klarabergsviadukten 90,Security & Protection Services,254.3,256.7,214.25322,0.015336217,0.4661,,258.8,,1850364.0,,254.3,231.13823,3.9,256.7,1850364.0,,,,3.9,1619654400.0,0.581949,,,255.5,2.0,SEK,31.29845,1372708.0,,,,287025561600.0,,,2186022.0,3.2747157,255.5,257.9,,0.0,1372708.0,258.8,27.995667,,1.61,168.0,257.7,False,0.0150999995,0.0,258.8,STO,ASSA ABLOY AB ser. B,ASSA ABLOY AB (publ),Europe/Stockholm,CEST,True,7200000,,EQUITY,ASSA-B.ST,,,finmb_620284,0e242ddb-7724-32a8-9755-3e17d665085b,se_market,,3.577,,0.10463,24.143,,,9.23,,1053249984.0,,,52.999,,,,1609372800.0,0.66837,9171000320.0,8.256,,,4.8755636,0.03475,1672444800.0,1609372800.0,,,970663007.0,313502597120.0,,1433203200.0,3:1,,,-0.416,,,,,,,,258.4,https://logo.clearbit.com/assaabloy.com,,46 8 50 64 85 85,,,
19,,Industrials,40160.0,"Atlas Copco AB, together with its subsidiaries, provides productivity solutions. The company operates through Compressor Technique, Vacuum Technique, Industrial Technique, and Power Technique segments. It offers piston compressors, oil-free tooth and scroll compressors, rotary screw compressors, oil-free blowers, oil-free centrifugal compressors, gas and process compressors, air and gas treatment equipment, and medical air solutions primarily for use in the manufacturing and process industries. The company also provides oil-sealed rotary vane, dry, and liquid ring vacuum pumps; and turbomolecular and cryogenic pumps, as well as abatement and integrated systems for the semiconductor and scientific, chemical process, food packaging, and paper handling industries. In addition, it offers pneumatic, hydraulic, and electric assembly tools, as well as control systems and associated software for safety-critical tightening; self-pierce rivets, adhesives, and flow drill fasteners for the motor vehicle industry; self-pierce riveting tools, dispensing equipment for adhesives and sealants, and flow drill fastening equipment; and material removal tools, drills, and other pneumatic products. Further, the company provides portable compressors, boosters, generators, lighting towers, pumps, and construction and demolition tools for civil engineering, construction, and demolition applications, as well as specialty rental services. It operates in North America, South America, Europe, Africa, the Middle East, Asia, and Oceania. The company was founded in 1873 and is headquartered in Nacka, Sweden.",Nacka,46 87 43 80 00,,Sweden,[],http://www.atlascopcogroup.com/en,1.0,Sickla IndustrivÃ¤g 19,Specialty Industrial Machinery,539.6,551.8,452.2,0.013528541,0.5766,,553.2,,1034935.0,,539.6,502.99118,7.3,551.8,1034935.0,,,,7.3,1619568000.0,0.779623,,,547.2,2.0,SEK,45.551895,733740.0,,,,642143617024.0,,,1199003.0,6.435143,547.2,552.6,,0.0,733740.0,553.2,43.1694,,2.76,321.3,552.2,False,0.013200001,0.0,553.2,STO,Atlas Copco AB ser. A,Atlas Copco AB,Europe/Stockholm,CEST,True,7200000,,EQUITY,ATCO-A.ST,,,finmb_418524,83dce397-6dd0-3415-9e70-ffbc6b3a86b8,se_market,,6.873,,0.1481,29.347,,,12.81,,826588992.0,,,43.755,,,,1609372800.0,0.65305,14778999808.0,12.14,,,12.638556,0.0,1672444800.0,1609372800.0,,,1008089928.0,685864517632.0,,1179446400.0,2:1,,,-0.03,,,,,,,,553.0,https://logo.clearbit.com/atlascopcogroup.com,,46 86 44 90 45,,,
20,92513,Technology,33800.0,"Alten S.A. operates as an engineering and technology consultancy company primarily in France, North America, Germany, Scandinavia, Spain, Portugal, Italy, the United Kingdom, Belgium, the Netherlands, the Asia-Pacific, and internationally. The company carries out design and research projects for the technical and information systems divisions in the industrial, telecommunications, and service sectors. It offers IT and network services, such as digital transformation; product design and development; manufacturing engineering; supply chain and quality; customer service and training; and project and change management services. The company also provides information systems and internal network services comprising consulting and digital transformation; technical services for digital, big data, data science, and artificial intelligence; development, maintenance, and testing of applications; and cloud, and networks and security infrastructure services. It serves customers in aeronautics, space, defense and security, automotive, rail and naval, energy and life sciences, telecoms and media, banking, finance, insurance, services, and public sectors. Alten S.A. was founded in 1988 and is headquartered in Boulogne-Billancourt, France.",Boulogne-Billancourt,33 1 46 08 72 00,,France,[],http://www.alten.fr,1.0,"40, avenue AndrE Morizet",Information Technology Services,102.6,103.1,89.11143,0.009746589,0.0,,104.1,,45613.0,,102.6,94.79853,1.0,103.1,45613.0,,,,,1560988800.0,1.590808,,,102.5,2.0,EUR,23.683004,36089.0,,,,3493885952.0,,,46492.0,1.498284,102.5,0.0,,0.0,36089.0,104.1,23.607306,,,60.35,0.0,False,,0.0,104.1,PAR,ALTEN,Alten S.A.,Europe/Paris,CEST,False,7200000,,EQUITY,ATE.PA,,,finmb_883542,aac28fea-dd6b-341d-acf1-0d5c363e8532,fr_market,,,,0.04203,,,,4.38,,33790000.0,,,34.668,,,,1609372800.0,0.5487,98011000.0,4.366,,,2.9825778,0.16826999,1672444800.0,1609372800.0,,,,,,,,,,-0.575,,,,,,,,103.4,https://logo.clearbit.com/alten.fr,Cedex,,,,
21,95870,Technology,104430.0,"Atos SE provides digital transformation solutions and services worldwide. It offers cloud, cybersecurity, and computing solutions comprising orchestrated hybrid cloud, big data, business applications, and digital workplace solutions, as well as business technology solutions for public and private sector organizations. The company's solutions include advanced computing; analytics, artificial intelligence, and automation; cloud solutions; customer journey analytics and digital customer experience; advance detection and response, data protection and governance, and trusted digital identities, as well as digital workplace, hybrid cloud, and IoT and OT security; digital consulting; digital workplace; and edge computing and Internet of things. It also offers infrastructure and foundation services. The company primarily operates under the Atos and Atos|Syntel brands. It serves energy and utilities, financial services and insurance, healthcare and life sciences, manufacturing, public sector and defense, telecommunications and media, transport and logistics, retail, hospitality, and majority events industries. Atos SE was incorporated in 1982 and is headquartered in Bezons, France.",Bezons,33 1 73 26 00 00,,France,[],http://www.atos.net,1.0,River Ouest,Information Technology Services,59.32,59.12,67.897,0.015171949,0.0,,60.8,,1641452.0,,59.32,64.42824,0.9,59.12,1641452.0,,,,0.9,1620950400.0,1.562569,,,58.66,2.0,EUR,11.930242,1104787.0,,,,6569024000.0,,,799477.0,0.5875167,58.66,0.0,,0.0,1104787.0,79.16,6.2577963,,,52.14,0.0,False,0.0153,0.0,60.8,PAR,ATOS,Atos SE,Europe/Paris,CEST,True,7200000,,EQUITY,ATO.PA,,,finmb_135285,f22be953-4e29-3ba7-be02-a81087bc8140,fr_market,,0.754,,0.04919,6.763,,,9.62,,109120000.0,,,62.407,,,,1609372800.0,0.37459,550000000.0,5.046,,,0.9646354,0.12720999,1672444800.0,1609372800.0,,,94828662.0,8433381888.0,,,,,,0.348,,,,,,,,60.2,https://logo.clearbit.com/atos.net,80 Quai Voltaire cedex,,,,
